fecha,UVA
2023-03-15,211.18
2023-03-16,211.62
2023-03-17,212.06
2023-03-18,212.49
2023-03-19,212.49
2023-03-20,212.49
2023-03-21,213.81
2023-03-22,214.25
2023-03-23,214.7
2023-03-24,215.14
2023-03-25,215.14
2023-03-26,215.14
2023-03-27,215.14
2023-03-28,216.92
2023-03-29,217.37
2023-03-30,217.82
2023-03-31,218.27
2023-04-01,218.72
2023-04-02,218.72
2023-04-03,218.72
2023-04-04,220.07
2023-04-05,220.53
2023-04-06,220.98
2023-04-07,220.98
2023-04-08,220.98
2023-04-09,220.98
2023-04-10,220.98
2023-04-11,223.27
2023-04-12,223.73
2023-04-13,224.2
2023-04-14,224.66
2023-04-15,225.12
2023-04-16,225.12
2023-04-17,225.12
2023-04-18,226.7
2023-04-19,227.27
2023-04-20,227.83
2023-04-21,228.39
2023-04-22,228.96
2023-04-23,228.96
2023-04-24,228.96
2023-04-25,230.66
2023-04-26,231.23
2023-04-27,231.81
2023-04-28,232.38
2023-04-29,232.96
2023-04-30,232.96
2023-05-01,232.96
2023-05-02,232.96
2023-05-03,235.27
2023-05-04,235.85
2023-05-05,236.44
2023-05-06,237.02
2023-05-07,237.02
2023-05-08,237.02
2023-05-09,238.79
2023-05-10,239.38
2023-05-11,239.97
2023-05-12,240.57
2023-05-13,241.16
2023-05-14,241.16
2023-05-15,241.16
2023-05-16,242.96
2023-05-17,243.59
2023-05-18,244.22
2023-05-19,244.86
2023-05-20,245.5
2023-05-21,245.5
2023-05-22,245.5
2023-05-23,247.42
2023-05-24,248.07
2023-05-25,248.71
2023-05-26,248.71
2023-05-27,248.71
2023-05-28,248.71
2023-05-29,248.71
2023-05-30,251.97
2023-05-31,252.63
2023-06-01,253.28
2023-06-02,253.94
2023-06-03,254.61
2023-06-04,254.61
2023-06-05,254.61
2023-06-06,256.6
2023-06-07,257.27
2023-06-08,257.94
2023-06-09,258.61
2023-06-10,259.29
2023-06-11,259.29
2023-06-12,259.29
2023-06-13,261.32
2023-06-14,262.0
2023-06-15,262.68
2023-06-16,263.36
2023-06-17,264.02
2023-06-18,264.02
2023-06-19,264.02
2023-06-20,264.02
2023-06-21,264.02
2023-06-22,267.35
2023-06-23,268.02
2023-06-24,268.69
2023-06-25,268.69
2023-06-26,268.69
2023-06-27,270.72
2023-06-28,271.4
2023-06-29,272.08
2023-06-30,272.76
2023-07-01,273.44
2023-07-02,273.44
2023-07-03,273.44
2023-07-04,275.5
2023-07-05,276.2
2023-07-06,276.89
2023-07-07,277.58
2023-07-08,278.28
2023-07-09,278.28
2023-07-10,278.28
2023-07-11,280.38
2023-07-12,281.08
2023-07-13,281.78
2023-07-14,282.49
2023-07-15,283.2
2023-07-16,283.2
2023-07-17,283.2
2023-07-18,284.98
2023-07-19,285.51
2023-07-20,286.05
2023-07-21,286.59
2023-07-22,287.13
2023-07-23,287.13
2023-07-24,287.13
2023-07-25,288.75
2023-07-26,289.29
2023-07-27,289.84
2023-07-28,290.38
2023-07-29,290.93
2023-07-30,290.93
2023-07-31,290.93
2023-08-01,292.58
2023-08-02,293.13
2023-08-03,293.68
2023-08-04,294.23
2023-08-05,294.78
2023-08-06,294.78
2023-08-07,294.78
2023-08-08,296.45
2023-08-09,297.01
2023-08-10,297.57
2023-08-11,298.13
2023-08-12,298.69
2023-08-13,298.69
2023-08-14,298.69
2023-08-15,300.38
2023-08-16,300.94
2023-08-17,301.54
2023-08-18,302.13
2023-08-19,302.73
2023-08-20,302.73
2023-08-21,302.73
2023-08-22,302.73
2023-08-23,305.12
2023-08-24,305.72
2023-08-25,306.33
2023-08-26,306.93
2023-08-27,306.93
2023-08-28,306.93
2023-08-29,308.75
2023-08-30,309.36
2023-08-31,309.97
2023-09-01,310.58
2023-09-02,311.2
2023-09-03,311.2
2023-09-04,311.2
2023-09-05,313.04
2023-09-06,313.66
2023-09-07,314.28
2023-09-08,314.9
2023-09-09,315.52
2023-09-10,315.52
2023-09-11,315.52
2023-09-12,317.39
2023-09-13,318.02
2023-09-14,318.64
2023-09-15,319.27
2023-09-16,319.9
2023-09-17,319.9
2023-09-18,319.9
2023-09-19,323.66
2023-09-20,324.93
2023-09-21,326.19
2023-09-22,327.47
2023-09-23,328.75
2023-09-24,328.75
2023-09-25,328.75
2023-09-26,332.61
2023-09-27,333.91
2023-09-28,335.21
2023-09-29,336.52
2023-09-30,337.84
2023-10-01,337.84
2023-10-02,337.84
2023-10-03,341.81
2023-10-04,343.14
2023-10-05,344.48
2023-10-06,345.83
2023-10-07,347.18
2023-10-08,347.18
2023-10-09,347.18
2023-10-10,351.26
2023-10-11,352.63
2023-10-12,354.01
2023-10-13,355.39
2023-10-14,355.39
2023-10-15,355.39
2023-10-16,355.39
2023-10-17,355.39
2023-10-18,362.35
2023-10-19,363.75
2023-10-20,365.16
2023-10-21,366.57
2023-10-22,366.57
2023-10-23,366.57
2023-10-24,370.84
2023-10-25,372.27
2023-10-26,373.71
2023-10-27,375.15
2023-10-28,376.6
2023-10-29,376.6
2023-10-30,376.6
2023-10-31,380.98
2023-11-01,382.46
2023-11-02,383.93
2023-11-03,385.42
2023-11-04,386.91
2023-11-05,386.91
2023-11-06,386.91
2023-11-07,386.91
2023-11-08,392.92
2023-11-09,394.44
2023-11-10,395.96
2023-11-11,397.49
2023-11-12,397.49
2023-11-13,397.49
2023-11-14,402.12
2023-11-15,403.67
2023-11-16,405.23
2023-11-17,406.31
2023-11-18,407.39
2023-11-19,407.39
2023-11-20,407.39
2023-11-21,407.39
2023-11-22,411.75
2023-11-23,412.84
2023-11-24,413.94
2023-11-25,415.04
2023-11-26,415.04
2023-11-27,415.04
2023-11-28,418.37
2023-11-29,419.48
2023-11-30,420.6
2023-12-01,421.72
2023-12-02,422.84
2023-12-03,422.84
2023-12-04,422.84
2023-12-05,426.22
2023-12-06,427.36
2023-12-07,428.49
2023-12-08,429.64
2023-12-09,429.64
2023-12-10,429.64
2023-12-11,429.64
2023-12-12,434.23
2023-12-13,435.38
2023-12-14,436.54
2023-12-15,437.7
2023-12-16,438.87
2023-12-17,438.87
2023-12-18,438.87
2023-12-19,444.01
2023-12-20,445.74
2023-12-21,447.48
2023-12-22,449.22
2023-12-23,450.97
2023-12-24,450.97
2023-12-25,450.97
2023-12-26,450.97
2023-12-27,458.03
2023-12-28,459.81
2023-12-29,461.6
2023-12-30,463.4
2023-12-31,463.4
2024-01-01,463.4
2024-01-02,463.4
2024-01-03,470.66
2024-01-04,472.49
2024-01-05,474.33
2024-01-06,476.18
2024-01-07,476.18
2024-01-08,476.18
2024-01-09,481.76
2024-01-10,483.64
2024-01-11,485.52
2024-01-12,487.41
2024-01-13,489.31
2024-01-14,489.31
2024-01-15,489.31
2024-01-16,495.04
2024-01-17,498.68
2024-01-18,502.35
2024-01-19,506.05
2024-01-20,509.77
2024-01-21,509.77
2024-01-22,509.77
2024-01-23,521.1
2024-01-24,524.93
2024-01-25,528.79
2024-01-26,532.68
2024-01-27,536.59
2024-01-28,536.59
2024-01-29,536.59
2024-01-30,548.52
2024-01-31,552.55
2024-02-01,556.62
2024-02-02,560.71
2024-02-03,564.83
2024-02-04,564.83
2024-02-05,564.83
2024-02-06,577.39
2024-02-07,581.63
2024-02-08,585.91
2024-02-09,590.22
2024-02-10,594.56
2024-02-11,594.56
2024-02-12,594.56
2024-02-13,594.56
2024-02-14,594.56
2024-02-15,616.74
2024-02-16,621.28
2024-02-17,625.31
2024-02-18,625.31
2024-02-19,625.31
2024-02-20,637.54
2024-02-21,641.67
2024-02-22,645.83
2024-02-23,650.01
2024-02-24,654.23
2024-02-25,654.23
2024-02-26,654.23
2024-02-27,667.03
2024-02-28,671.35
2024-02-29,675.7
2024-03-01,680.08
2024-03-02,684.48
2024-03-03,684.48
2024-03-04,684.48
2024-03-05,697.88
2024-03-06,702.4
2024-03-07,706.95
2024-03-08,711.53
2024-03-09,716.14
2024-03-10,716.14
2024-03-11,716.14
2024-03-12,730.15
2024-03-13,734.88
2024-03-14,739.65
2024-03-15,744.44
2024-03-16,749.26
2024-03-17,749.26
2024-03-18,749.26
2024-03-19,758.31
2024-03-20,761.35
2024-03-21,764.4
2024-03-22,767.46
2024-03-23,770.54
2024-03-24,770.54
2024-03-25,770.54
2024-03-26,779.84
2024-03-27,782.96
2024-03-28,786.1
2024-03-29,786.1
2024-03-30,786.1
2024-03-31,786.1
2024-04-01,786.1
2024-04-02,786.1
2024-04-03,786.1
2024-04-04,808.42
2024-04-05,811.66
2024-04-06,814.91
2024-04-07,814.91
2024-04-08,814.91
2024-04-09,824.75
2024-04-10,828.05
2024-04-11,831.37
2024-04-12,834.7
2024-04-13,838.05
2024-04-14,838.05
2024-04-15,838.05
2024-04-16,848.17
2024-04-17,851.12
2024-04-18,854.09
2024-04-19,857.06
2024-04-20,860.05
2024-04-21,860.05
2024-04-22,860.05
2024-04-23,869.07
2024-04-24,872.1
2024-04-25,875.14
2024-04-26,878.19
2024-04-27,881.25
2024-04-28,881.25
2024-04-29,881.25
2024-04-30,890.49
2024-05-01,893.6
2024-05-02,893.6
2024-05-03,899.84
2024-05-04,902.97
2024-05-05,902.97
2024-05-06,902.97
2024-05-07,912.45
2024-05-08,915.62
2024-05-09,918.82
2024-05-10,922.02
2024-05-11,925.23
2024-05-12,925.23
2024-05-13,925.23
2024-05-14,934.94
2024-05-15,938.19
2024-05-16,941.46
2024-05-17,944.03
2024-05-18,946.6
2024-05-19,946.6
2024-05-20,946.6
2024-05-21,954.36
2024-05-22,956.96
2024-05-23,959.57
2024-05-24,962.18
2024-05-25,964.8
2024-05-26,964.8
2024-05-27,964.8
2024-05-28,972.71
2024-05-29,975.36
2024-05-30,978.02
2024-05-31,980.68
2024-06-01,983.35
2024-06-02,983.35
2024-06-03,983.35
2024-06-04,991.41
2024-06-05,994.11
2024-06-06,996.82
2024-06-07,999.54
2024-06-08,1002.26
2024-06-09,1002.26
2024-06-10,1002.26
2024-06-11,1010.47
2024-06-12,1013.23
2024-06-13,1015.99
2024-06-14,1018.75
2024-06-15,1021.53
2024-06-16,1021.53
2024-06-17,1021.53
2024-06-18,1021.53
2024-06-19,1028.54
2024-06-20,1029.95
2024-06-21,1029.95
2024-06-22,1029.95
2024-06-23,1029.95
2024-06-24,1029.95
2024-06-25,1037.03
2024-06-26,1038.46
2024-06-27,1039.88
2024-06-28,1041.31
2024-06-29,1042.74
2024-06-30,1042.74
2024-07-01,1042.74
2024-07-02,1047.04
2024-07-03,1048.47
2024-07-04,1049.91
2024-07-05,1051.35
2024-07-06,1052.8
2024-07-07,1052.8
2024-07-08,1052.8
2024-07-09,1057.14
2024-07-10,1057.14
2024-07-11,1060.04
2024-07-12,1061.5
2024-07-13,1062.95
2024-07-14,1062.95
2024-07-15,1062.95
2024-07-16,1067.33
2024-07-17,1068.88
2024-07-18,1070.44
2024-07-19,1071.99
2024-07-20,1073.55
2024-07-21,1073.55
2024-07-22,1073.55
2024-07-23,1078.23
2024-07-24,1079.79
2024-07-25,1081.36
2024-07-26,1082.93
2024-07-27,1084.5
2024-07-28,1084.5
2024-07-29,1084.5
2024-07-30,1089.23
2024-07-31,1090.82
2024-08-01,1092.4
2024-08-02,1093.98
2024-08-03,1095.57
2024-08-04,1095.57
2024-08-05,1095.57
2024-08-06,1100.35
2024-08-07,1101.95
2024-08-08,1103.55
2024-08-09,1105.15
2024-08-10,1106.76
2024-08-11,1106.76
2024-08-12,1106.76
2024-08-13,1111.58
2024-08-14,1113.2
2024-08-15,1114.81
2024-08-16,1116.43
2024-08-17,1117.84
2024-08-18,1117.84
2024-08-19,1117.84
2024-08-20,1122.1
2024-08-21,1123.52
2024-08-22,1124.94
2024-08-23,1126.36
2024-08-24,1127.79
2024-08-25,1127.79
2024-08-26,1127.79
2024-08-27,1132.08
2024-08-28,1133.51
2024-08-29,1134.95
2024-08-30,1136.38
2024-08-31,1137.82
2024-09-01,1137.82
2024-09-02,1137.82
2024-09-03,1142.15
2024-09-04,1143.59
2024-09-05,1145.04
2024-09-06,1146.49
2024-09-07,1147.94
2024-09-08,1147.94
2024-09-09,1147.94
2024-09-10,1152.31
2024-09-11,1153.77
2024-09-12,1155.23
2024-09-13,1156.69
2024-09-14,1158.15
2024-09-15,1158.15
2024-09-16,1158.15
2024-09-17,1162.68
2024-09-18,1164.28
2024-09-19,1165.88
2024-09-20,1167.48
2024-09-21,1169.08
2024-09-22,1169.08
2024-09-23,1169.08
2024-09-24,1173.9
2024-09-25,1175.51
2024-09-26,1177.12
2024-09-27,1178.74
2024-09-28,1180.35
2024-09-29,1180.35
2024-09-30,1180.35
2024-10-01,1185.22
2024-10-02,1186.85
2024-10-03,1188.48
2024-10-04,1190.11
2024-10-05,1191.74
2024-10-06,1191.74
2024-10-07,1191.74
2024-10-08,1196.65
2024-10-09,1198.3
2024-10-10,1199.94
2024-10-11,1201.59
2024-10-12,1201.59
2024-10-13,1201.59
2024-10-14,1201.59
2024-10-15,1208.2
2024-10-16,1209.85
2024-10-17,1211.2
2024-10-18,1212.54
2024-10-19,1213.89
2024-10-20,1213.89
2024-10-21,1213.89
2024-10-22,1217.94
2024-10-23,1219.29
2024-10-24,1220.64
2024-10-25,1222.0
2024-10-26,1223.36
2024-10-27,1223.36
2024-10-28,1223.36
2024-10-29,1227.43
2024-10-30,1228.8
2024-10-31,1230.16
2024-11-01,1231.53
2024-11-02,1232.9
2024-11-03,1232.9
2024-11-04,1232.9
2024-11-05,1237.01
2024-11-06,1238.38
2024-11-07,1238.38
2024-11-08,1241.13
2024-11-09,1242.51
2024-11-10,1242.51
2024-11-11,1242.51
2024-11-12,1246.65
2024-11-13,1248.04
2024-11-14,1249.42
2024-11-15,1250.81
2024-11-16,1252.2
2024-11-17,1252.2
2024-11-18,1252.2
2024-11-19,1252.2
2024-11-20,1256.66
2024-11-21,1257.77
2024-11-22,1258.89
2024-11-23,1260.01
2024-11-24,1260.01
2024-11-25,1260.01
2024-11-26,1263.37
2024-11-27,1264.49
2024-11-28,1265.61
2024-11-29,1266.74
2024-11-30,1267.86
2024-12-01,1267.86
2024-12-02,1267.86
2024-12-03,1271.25
2024-12-04,1272.38
2024-12-05,1273.51
2024-12-06,1274.64
2024-12-07,1275.77
2024-12-08,1275.77
2024-12-09,1275.77
2024-12-10,1279.17
2024-12-11,1280.31
2024-12-12,1281.45
2024-12-13,1282.59
2024-12-14,1283.73
2024-12-15,1283.73
2024-12-16,1283.73
2024-12-17,1286.99
2024-12-18,1287.98
2024-12-19,1288.96
2024-12-20,1289.95
2024-12-21,1290.94
2024-12-22,1290.94
2024-12-23,1290.94
2024-12-24,1293.9
2024-12-25,1294.89
2024-12-26,1294.89
2024-12-27,1296.88
2024-12-28,1297.87
2024-12-29,1297.87
2024-12-30,1297.87
2024-12-31,1300.85
2025-01-01,1301.85
2025-01-02,1301.85
2025-01-03,1303.84
2025-01-04,1304.84
2025-01-05,1304.84
2025-01-06,1304.84
2025-01-07,1307.84
2025-01-08,1308.84
2025-01-09,1309.84
2025-01-10,1310.84
2025-01-11,1311.85
2025-01-12,1311.85
2025-01-13,1311.85
2025-01-14,1314.86
2025-01-15,1315.87
2025-01-16,1316.87
2025-01-17,1318.01
2025-01-18,1319.14
2025-01-19,1319.14
2025-01-20,1319.14
2025-01-21,1322.54
2025-01-22,1323.68
2025-01-23,1324.82
2025-01-24,1325.96
2025-01-25,1327.1
2025-01-26,1327.1
2025-01-27,1327.1
2025-01-28,1330.52
2025-01-29,1331.67
2025-01-30,1332.81
2025-01-31,1333.96
2025-02-01,1335.11
2025-02-02,1335.11
2025-02-03,1335.11
